song_link,song_id,track_name,artist_name,album_image_url
https://open.spotify.com/track/2BIfG6wL1t5wk1KixoK2BV?si=adf296f84805430e,2BIfG6wL1t5wk1KixoK2BV,Chicago,flipturn,https://i.scdn.co/image/ab67616d0000b2733d79d99049ec6b41c59ad5a1
https://open.spotify.com/track/7oqUxlU0mEv4fGt1CZ727y?si=dcef451c17ef48f2,7oqUxlU0mEv4fGt1CZ727y,run!,WILLOW,https://i.scdn.co/image/ab67616d0000b2732fde8c7695f5151e26076a4b
https://open.spotify.com/track/4bQ36SNuekAiVC3xLdX6dM?si=80560af25ca2472d,4bQ36SNuekAiVC3xLdX6dM,Tek It,Cafuné,https://i.scdn.co/image/ab67616d0000b2736024b25b3c81b862d1ecb0aa
https://open.spotify.com/track/6J5kc12BW5HuP3d7C3vvx8?si=f720ed12d4fd4188,6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,https://i.scdn.co/image/ab67616d0000b273bbd45c8d36e0e045ef640411
https://open.spotify.com/track/02olsPYJypEE0IyuaGS4K4?si=428d82ab9aa3435f,02olsPYJypEE0IyuaGS4K4,Picture Window,Japanese Breakfast,https://i.scdn.co/image/ab67616d0000b273f4bc7e73c7144849aeab3f0c
https://open.spotify.com/track/7gy8ltr0mtLvg435rULlRz?si=47bb3c990d5b4e17,7gy8ltr0mtLvg435rULlRz,Note To Self,Dreamer Isioma,https://i.scdn.co/image/ab67616d0000b2731740a423d4f15d8077f4372c
https://open.spotify.com/track/6paFt1CYKtEF2pedfxAEpi?si=fa1b7eccdbae49a9,6paFt1CYKtEF2pedfxAEpi,she want,campthehills,https://i.scdn.co/image/ab67616d0000b273fef0ba321b7f3a5849f0780c
https://open.spotify.com/track/6Vj5GNXyZPXZ6Hh5NASfHH?si=56d4858f77304af0,6Vj5GNXyZPXZ6Hh5NASfHH,Cry about it! (feat. Ravyn Lenae),Kali Uchis,https://i.scdn.co/image/ab67616d0000b273b3c0cda77bf57d78e16d4056
https://open.spotify.com/track/1eYh48wM2GyYaEVhIe8nv1?si=1082f11fa43a48fd,1eYh48wM2GyYaEVhIe8nv1,Thunder in My Heart,Irene Cara,https://i.scdn.co/image/ab67616d0000b2739c5fce0c1e34f0ed438f8614
https://open.spotify.com/track/7E6IYKyvJ7dfYl3iTRmozl?si=56957f64b62c455b,7E6IYKyvJ7dfYl3iTRmozl,Burning Love - with The Royal Philharmonic Orchestra,Elvis Presley,https://i.scdn.co/image/ab67616d0000b2737adaca103b3a58a478bac9f4
https://open.spotify.com/track/1UNOCyYXxlpBGfe3JTF4Ns?si=4ed4ffcf11614928,1UNOCyYXxlpBGfe3JTF4Ns,Motorola Money,tg.blk,https://i.scdn.co/image/ab67616d0000b27347b788346c3b9b1646abfa54
https://open.spotify.com/track/5S2fYAHI2zwSIc2RWcFL7V?si=35cb6f4a35cc4556,5S2fYAHI2zwSIc2RWcFL7V,2008,Rex Orange County,https://i.scdn.co/image/ab67616d0000b2737b6bee78d012bc2c4eb694c0
https://open.spotify.com/track/5PXw5zDuvTgG7wlYAsXMYP?si=029447b6a5f34efb,5PXw5zDuvTgG7wlYAsXMYP,Penny,KIRBY,https://i.scdn.co/image/ab67616d0000b2737387dc1f6a5db68647337433
https://open.spotify.com/track/06u5LrUpbosQlQ1QJFhPpG?si=4e86b743e4164a2c,06u5LrUpbosQlQ1QJFhPpG,Drew Barrymore,SZA,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25
https://open.spotify.com/track/3lk3Wca9bCzyCNa4KeH6rL?si=b8acb89d47754f56,3lk3Wca9bCzyCNa4KeH6rL,Walk On By,Lola Young,https://i.scdn.co/image/ab67616d0000b2736aa2a180c7b009ca8454ef89
https://open.spotify.com/track/7bOYOD0d7ByMTXvJnQVl8d?si=a5dad45a952c4020,7bOYOD0d7ByMTXvJnQVl8d,Maria,Blondie,https://i.scdn.co/image/ab67616d0000b2732847f04f9de392e290b5a0be
https://open.spotify.com/track/5dEJc0rHuTVxtl1xljDbRv?si=88d98a6d54a94b04,5dEJc0rHuTVxtl1xljDbRv,oh my love,FKA twigs,https://i.scdn.co/image/ab67616d0000b273a1a30cf13d406a0d5d33ae53
https://open.spotify.com/track/5rv9k7djjWFq8LzsnMkINx?si=8f136988e8f2401c,5rv9k7djjWFq8LzsnMkINx,Mangosteen (feat. Sailorr & Biako),Nascent,https://i.scdn.co/image/ab67616d0000b27348e5505dce6c5980e03c10e2
https://open.spotify.com/track/6W4cqkS8LXUhFR9Jim7V9P?si=9da9c441f6fe4934,6W4cqkS8LXUhFR9Jim7V9P,Shit Don't Change,Still Woozy,https://i.scdn.co/image/ab67616d0000b27338e2ac6ca22c8d1f4d781137
https://open.spotify.com/track/3sK8wGT43QFpWrvNQsrQya?si=64812496f31e487d,3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,https://i.scdn.co/image/ab67616d0000b273bbd45c8d36e0e045ef640411
https://open.spotify.com/track/1WEPU63xcafLlubohbyjG6?si=6acede7a813f4d9f,1WEPU63xcafLlubohbyjG6,BLOOM,Doechii,https://i.scdn.co/image/ab67616d0000b273b245099fe26319344ddf6054
https://open.spotify.com/track/1eTaznNW4Xxtx9za2SMTXB?si=d91255c60ec14834,1eTaznNW4Xxtx9za2SMTXB,DENIAL IS A RIVER,Doechii,https://i.scdn.co/image/ab67616d0000b273b245099fe26319344ddf6054
https://open.spotify.com/track/5BghvS5F4hQlpCs4BKb1P8?si=df89071df00e4406,5BghvS5F4hQlpCs4BKb1P8,Little Things,Still Woozy,https://i.scdn.co/image/ab67616d0000b27338e2ac6ca22c8d1f4d781137
https://open.spotify.com/track/3taMsBBraU23lStSSq3QuH?si=f55c8fc5a987434e,3taMsBBraU23lStSSq3QuH,Under The Magnolia Tree,Pale Jay,https://i.scdn.co/image/ab67616d0000b27308b49210c5b49f839428d994
https://open.spotify.com/track/4AZk9awBXJRVaLS7gOsaMO?si=6c8fc2d42cc54375,4AZk9awBXJRVaLS7gOsaMO,Talk Down,Dijon,https://i.scdn.co/image/ab67616d0000b273a68442f97c3ad2dcba0beae6
https://open.spotify.com/track/1xHQRQVnfefr7sxZNYTx0k?si=60f7cd97a5434327,1xHQRQVnfefr7sxZNYTx0k,Julia,Mt. Joy,https://i.scdn.co/image/ab67616d0000b27331e4ef69237ca7ffbecda485
https://open.spotify.com/track/6prvUr8l3t7x5GY7heQb5w?si=590914dfdba44579,6prvUr8l3t7x5GY7heQb5w,Agnes,Glass Animals,https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23
https://open.spotify.com/track/2od6VwQ93pD6vfYss3oync?si=5e647f8f582e46db,2od6VwQ93pD6vfYss3oync,Genius,Ravyn Lenae,https://i.scdn.co/image/ab67616d0000b273ef985ba96e76a9574cc68a30
